Fold,Mean_AUC,SD_AUC
1,0.830951068906856,0.05756519347440792
2,0.8594215572911282,0.06357828346282751
3,0.8496258033911914,0.07161873959008111
4,0.8513017761960108,0.07154181958592082
5,0.8559253268419149,0.08126703748798206
6,0.8359513246387743,0.06550905151081096
7,0.8384939828849766,0.07819281888653418
8,0.854974099207496,0.0798799465382979
9,0.8290212466758444,0.08030213354170873
10,0.8379890873757992,0.114899115900617
