Fold,Mean_AUC,SD_AUC
1,0.6700928520133781,0.10312752458205258
2,0.6964474053697121,0.08734591394794022
3,0.6628258291060088,0.10347147643304581
4,0.6768149019083335,0.12241307559733208
5,0.6868931067184967,0.11096958111642953
6,0.6610936345814707,0.10838141793854866
7,0.6892386254609876,0.1128429119960056
8,0.6550018242162652,0.10365780867993625
9,0.6535935186567371,0.09257846583695462
10,0.6507969734312056,0.09939187488847373
