term,estimate,OR,OR_lower,OR_upper,p_value,sig,OR_CI
DBAS_Medications,-0.3987908096430655,0.6711310808202652,0.5891465171709765,0.7645244680488565,1.9832149539667e-9,***,"0.67 [0.59, 0.76]"
CISS_Emotion,-0.21114388277049695,0.8096575627267281,0.6026408265546757,1.0877878497352522,0.16107164534793886,,"0.81 [0.60, 1.09]"
BFI_Extraversion,0.33205033211313006,1.3938230008040051,1.1004749459911836,1.7653673667422554,0.005885265935023501,**,"1.39 [1.10, 1.77]"
BFI_Conscientiousness,-0.058186527188312985,0.9434739474802503,0.7048487534520352,1.2628852434149052,0.6957068392201604,,"0.94 [0.70, 1.26]"
