term,OR_full,p_full,lower_full,upper_full,OR_clean,p_clean,lower_clean,upper_clean,OR_full_CI,OR_clean_CI,OR_change_pct,Sig_full,Sig_clean,Robustness
BFI_Extraversion,1.4034279990554794,0.005601311067728949,1.1076212706972786,1.7913541926191436,1.7578459815983343,1.883956046545006e-4,1.3167289632835297,2.385213413825349,"1.40 [1.11, 1.79]","1.76 [1.32, 2.39]",25.25373462560114,TRUE,TRUE,Robust (remains sig)
DBAS_Medications,0.6662407863596862,1.8589585293926815e-9,0.5811503712902324,0.7579721839417602,0.4982125986966525,2.605574287464033e-13,0.40930299599840553,0.5953540760653151,"0.67 [0.58, 0.76]","0.50 [0.41, 0.60]",-25.220339418295474,TRUE,TRUE,Robust (remains sig)
CISS_Emotion,0.8060952623909944,0.15855773441108506,0.5951853977252285,1.0852652450731737,0.6373960562549298,0.01571529435489438,0.43890421838659294,0.9135972887391476,"0.81 [0.60, 1.09]","0.64 [0.44, 0.91]",-20.927949090741276,FALSE,TRUE,Gains significance
BFI_Conscientiousness,0.9445220410964342,0.7054347640763934,0.7040679526191725,1.2748664730556543,0.8644726149314372,0.4165944006181664,0.608955141011846,1.2332346294677512,"0.94 [0.70, 1.27]","0.86 [0.61, 1.23]",-8.475125267809824,FALSE,FALSE,Both non-significant
